Game Turn, Range, Value, Seed, Type, Location
40, 2, 0, 3274268713, sync, City Build District Choice
40, 1, 0, 2090901422, sync, Random Direction
40, 15, 7, 2946445647, sync, Random Direction
40, 8, 5, 2045264092, sync, Random Direction
40, 15, 4, 2983122405, sync, Random Direction
40, 7, 0, 1314588858, sync, Random Direction
40, 27, 5, 323457899, sync, Random Direction
40, 14, 2, 874942152, sync, Random Direction
40, 3, 0, 714861409, sync, Random Direction
40, 1, 0, 1411446406, sync, GetNextBuyablePlot picker
40, 1, 0, 2395601735, sync, GetNextBuyablePlot picker
40, 1, 0, 3061436276, sync, GetNextBuyablePlot picker
40, 1, 0, 3066748061, sync, GetNextBuyablePlot picker
40, 1, 0, 570815762, sync, GetNextBuyablePlot picker
40, 1, 0, 1797326051, sync, GetNextBuyablePlot picker
40, 9, 6, 387870432, sync, Random Promotion
40, 8, 4, 3204294041, sync, Random Promotion
40, 7, 3, 2278183006, sync, Random Promotion
40, 6, 1, 2085948479, sync, Random Promotion
40, 5, 2, 1370200332, sync, Random Promotion
40, 4, 1, 2046427733, sync, Random Promotion
40, 3, 0, 2129073258, sync, Random Promotion
40, 2, 0, 613952859, sync, Random Promotion
40, 1, 0, 570374648, sync, Random Promotion
40, 8, 7, 187002577, sync, Random Direction
40, 1, 0, 3982101814, sync, Random Direction
40, 1, 0, 1830962231, sync, Random Direction
40, 8, 0, 2716466596, sync, Random Direction
40, 8, 6, 213985037, sync, Random Direction
40, 8, 6, 3375482562, sync, Random Direction
40, 1, 0, 3503090899, sync, Random Direction
40, 1, 0, 362500112, sync, Random Direction
40, 1, 0, 2179344137, sync, Random Direction
40, 5, 0, 3906571534, sync, Random Direction
40, 9, 0, 342852399, sync, Random Direction
40, 3, 2, 315448636, sync, Random Direction
40, 1, 0, 3963693765, sync, GetNextBuyablePlot picker
40, 3, 0, 2351262746, sync, GetNextBuyablePlot picker
40, 1, 0, 1224418123, sync, GetNextBuyablePlot picker
40, 1, 0, 4004581672, sync, GetNextBuyablePlot picker
40, 2, 0, 26127937, sync, GetNextBuyablePlot picker
40, 10, 8, 1780363238, sync, Random Direction
40, 1, 0, 3545671975, sync, GetNextBuyablePlot picker
40, 3, 0, 513415124, sync, GetNextBuyablePlot picker
40, 1, 0, 1020718461, sync, GetNextBuyablePlot picker
40, 2, 0, 3482150002, sync, GetNextBuyablePlot picker
40, 2, 1, 368750787, sync, GetNextBuyablePlot picker
40, 55, 15, 4150975808, sync, Choosing a City Name
40, 0, 0, 1198122105, sync, Unit Combat Damage
40, 100, 9, 441013694, sync, Random value for CombatResults Object
40, 100, 96, 407737887, sync, Random value for CombatResults Object
40, 100, 95, 4156591468, sync, Random value for CombatResults Object
40, 0, 0, 4120596277, sync, Unit Combat Damage
40, 0, 0, 2638286794, sync, Unit Combat Damage
40, 100, 53, 1203729723, sync, Random value for CombatResults Object
40, 100, 32, 2296321112, sync, Random value for CombatResults Object
40, 100, 72, 1396615601, sync, Random value for CombatResults Object
40, 6, 1, 3108527766, sync, Random Direction
40, 6, 5, 782641687, sync, Random Direction
40, 4, 3, 3797753348, sync, Random Direction
40, 3, 2, 4225970157, sync, Random Direction
40, 8, 5, 3064188450, sync, Random Direction
40, 32, 15, 3168358579, sync, Random Direction
40, 1, 0, 2089817712, sync, Random Direction
40, 4, 2, 3134184937, sync, Random Direction
40, 10, 4, 2874452590, sync, Random Direction
40, 2, 0, 2114864399, sync, Generating a random new Great Person
40, 1, 0, 1035479452, sync, GetNextBuyablePlot picker
40, 1, 0, 784297893, sync, GetNextBuyablePlot picker
40, 2, 1, 2049245050, sync, GetNextBuyablePlot picker
40, 2, 0, 3656655659, sync, GetNextBuyablePlot picker
40, 1, 0, 1307329416, sync, GetNextBuyablePlot picker
40, 0, 0, 3982254369, sync, Unit Combat Damage
40, 100, 22, 3061029190, sync, Random value for CombatResults Object
40, 100, 24, 974112519, sync, Random value for CombatResults Object
40, 100, 38, 1036390452, sync, Random value for CombatResults Object
40, 0, 0, 1652354653, sync, Unit Combat Damage
40, 100, 69, 4173333458, sync, Random value for CombatResults Object
40, 100, 92, 2975321251, sync, Random value for CombatResults Object
40, 100, 40, 3956145056, sync, Random value for CombatResults Object
40, 0, 0, 1730089817, sync, Unit Combat Damage
40, 100, 50, 4025912094, sync, Random value for CombatResults Object
40, 100, 33, 2173734911, sync, Random value for CombatResults Object
40, 100, 29, 1420243404, sync, Random value for CombatResults Object
40, 0, 0, 1277463573, sync, Unit Combat Damage
40, 100, 60, 997997354, sync, Random value for CombatResults Object
40, 100, 22, 2590518555, sync, Random value for CombatResults Object
40, 100, 83, 972791480, sync, Random value for CombatResults Object
40, 0, 0, 3570324625, sync, Unit Combat Damage
40, 100, 93, 3657097206, sync, Random value for CombatResults Object
40, 100, 29, 3998384119, sync, Random value for CombatResults Object
40, 100, 36, 1277685348, sync, Random value for CombatResults Object
40, 21, 15, 1559963853, sync, Random Direction
40, 7, 1, 3102541186, sync, Random Direction
40, 2, 0, 958735507, sync, Random Direction
40, 5, 0, 1118276816, sync, Random Direction
40, 3, 2, 656311497, sync, Random Direction
40, 1, 0, 2968123342, sync, Random Direction
40, 1, 0, 2490595055, sync, Random Direction
40, 7, 3, 255895036, sync, Random Direction
40, 7, 6, 2382472325, sync, Random Direction
40, 7, 6, 4205953754, sync, Random Direction
40, 7, 0, 4121596683, sync, Random Direction
40, 7, 4, 401614312, sync, Random Direction
40, 4, 3, 2520581121, sync, Random Direction
40, 1, 0, 3908645542, sync, GetNextBuyablePlot picker
40, 8, 1, 1911379175, sync, Random Direction
40, 7, 0, 597014676, sync, Random Direction
40, 4, 1, 460644157, sync, Random Direction
40, 1, 0, 1928713010, sync, GetNextBuyablePlot picker
40, 5, 1, 3819985027, sync, Random Direction
40, 5, 2, 1700776448, sync, Random Direction
40, 4, 3, 2505388601, sync, Random Direction
40, 7, 2, 3685347454, sync, Random Direction
40, 5, 4, 1310063071, sync, Random Direction
40, 1, 0, 3539437100, sync, GetNextBuyablePlot picker
40, 5, 2, 810399989, sync, Random Direction
40, 10, 1, 2180028042, sync, Random Direction
40, 7, 4, 436884731, sync, Random Direction
40, 6, 4, 2976700696, sync, Random Direction
40, 1, 0, 3054366577, sync, GetNextBuyablePlot picker
40, 4, 0, 2773061974, sync, Random Direction
40, 5, 0, 153044439, sync, Random Direction
40, 2, 1, 81948356, sync, Random Direction
40, 1, 0, 2176913837, sync, GetNextBuyablePlot picker
40, 11, 5, 2875550946, sync, Random Direction
40, 19, 5, 2049468531, sync, Random Direction
40, 7, 3, 1324987184, sync, Random Direction
40, 2, 0, 2081037225, sync, Random Direction
40, 8, 2, 846296366, sync, Random Direction
40, 9, 7, 1536628943, sync, Random Direction
40, 2, 1, 3355365980, sync, GetNextBuyablePlot picker
40, 0, 0, 3670002021, sync, Unit Combat Damage
40, 0, 0, 4230198842, sync, Unit Combat Damage
40, 100, 99, 3885396715, sync, Random value for CombatResults Object
40, 100, 12, 4275353672, sync, Random value for CombatResults Object
40, 100, 49, 543725281, sync, Random value for CombatResults Object
40, 0, 0, 2105998342, sync, Unit Combat Damage
40, 0, 0, 99046087, sync, Unit Combat Damage
40, 100, 59, 2342588660, sync, Random value for CombatResults Object
40, 100, 62, 2541142045, sync, Random value for CombatResults Object
40, 100, 93, 2676413074, sync, Random value for CombatResults Object
40, 3, 0, 4017902691, sync, GetNextBuyablePlot picker
40, 7, 1, 1094207584, sync, Random Direction
40, 9, 8, 1162101017, sync, Random Direction
40, 6, 2, 4231759326, sync, Random Direction
40, 1, 0, 1876284351, sync, GetNextBuyablePlot picker
40, 11, 0, 155814540, sync, Random Direction
40, 9, 5, 281990613, sync, Random Direction
40, 12, 10, 2767593962, sync, Random Direction
40, 3, 1, 3760057563, sync, GetNextBuyablePlot picker
40, 5, 2, 1464517496, sync, Random Direction
40, 7, 1, 2570320465, sync, Random Direction
40, 6, 4, 1024225974, sync, Random Direction
40, 1, 0, 3087301559, sync, GetNextBuyablePlot picker
40, 1, 0, 3726941988, sync, GetNextBuyablePlot picker
40, 4, 3, 4159498893, sync, GetNextBuyablePlot picker
40, 1, 0, 4117038146, sync, GetNextBuyablePlot picker
40, 1, 0, 1348148307, sync, GetNextBuyablePlot picker
40, 1, 0, 4104030608, sync, GetNextBuyablePlot picker
40, 3, 2, 1791664777, sync, GetNextBuyablePlot picker
40, 1, 0, 3032687246, sync, GetNextBuyablePlot picker
40, 1, 0, 863054511, sync, GetNextBuyablePlot picker
40, 1, 0, 3565858492, sync, GetNextBuyablePlot picker
40, 3, 1, 2712788549, sync, GetNextBuyablePlot picker
40, 1, 0, 2027084186, sync, GetNextBuyablePlot picker
40, 2, 1, 389006027, sync, GetNextBuyablePlot picker
40, 1, 0, 2696018600, sync, GetNextBuyablePlot picker
40, 1, 0, 739711425, sync, GetNextBuyablePlot picker
40, 1, 0, 3153392998, sync, GetNextBuyablePlot picker
40, 1, 0, 1559609511, sync, GetNextBuyablePlot picker
40, 2, 0, 3716159828, sync, GetNextBuyablePlot picker
40, 1, 0, 1111134461, sync, GetNextBuyablePlot picker
40, 1, 0, 1808466418, sync, GetNextBuyablePlot picker
40, 2, 1, 3006513219, sync, GetNextBuyablePlot picker
40, 3, 2, 3362748096, sync, GetNextBuyablePlot picker
40, 1, 0, 3861135353, sync, GetNextBuyablePlot picker
40, 1, 0, 3162721086, sync, GetNextBuyablePlot picker
40, 1, 0, 885530015, sync, GetNextBuyablePlot picker
40, 2, 0, 3124051692, sync, GetNextBuyablePlot picker
40, 2, 1, 408937141, sync, GetNextBuyablePlot picker
40, 1, 0, 3840204106, sync, GetNextBuyablePlot picker
40, 1, 0, 572191931, sync, GetNextBuyablePlot picker
40, 1, 0, 2142068184, sync, GetNextBuyablePlot picker
40, 1, 0, 2625172785, sync, GetNextBuyablePlot picker
40, 1, 0, 2400945174, sync, GetNextBuyablePlot picker
40, 2, 0, 268050839, sync, GetNextBuyablePlot picker
40, 1, 0, 1434877828, sync, GetNextBuyablePlot picker
40, 55, 29, 2302063469, sync, Choosing a City Name
40, 55, 8, 2319698850, sync, Choosing a City Name
41, 4, 3, 674578483, sync, Storm Direction
41, 100, 62, 4071493616, sync, Pillage Improvement Chance
41, 100, 3, 2694322537, sync, Pillage Improvement Chance
41, 100, 84, 146210798, sync, Pillage Improvement Chance
41, 100, 80, 3623464079, sync, Pillage Improvement Chance
41, 100, 17, 3447470876, sync, Boosted Yield Chance
41, 100, 46, 730850085, sync, Pillage Improvement Chance
41, 100, 3, 1998007546, sync, Pillage Improvement Chance
41, 100, 52, 133071531, sync, Pillage Improvement Chance
41, 100, 83, 2275405064, sync, Pillage Improvement Chance
41, 100, 71, 3581971617, sync, Boosted Yield Chance
41, 100, 72, 3088785094, sync, Pillage Improvement Chance
41, 100, 17, 3121651335, sync, Pillage Improvement Chance
41, 100, 76, 751489460, sync, Pillage Improvement Chance
41, 100, 31, 3279442397, sync, Pillage Improvement Chance
41, 100, 66, 1360683346, sync, Pillage Improvement Chance
41, 100, 68, 2840501283, sync, Pillage Improvement Chance
41, 100, 88, 2954712352, sync, Pillage Improvement Chance
41, 100, 82, 3811389145, sync, Pillage Improvement Chance
41, 100, 27, 3545841822, sync, Pillage Improvement Chance
41, 100, 82, 1189402495, sync, Pillage Improvement Chance
41, 100, 17, 3562185548, sync, Pillage Improvement Chance
41, 100, 55, 767090581, sync, Pillage Improvement Chance
41, 100, 19, 2383726762, sync, Pillage Improvement Chance
41, 100, 41, 830041243, sync, Pillage Improvement Chance
41, 100, 35, 1789700152, sync, Pillage Improvement Chance
41, 100, 33, 1511317521, sync, Pillage Improvement Chance
41, 100, 0, 1431225718, sync, Pillage Improvement Chance
41, 100, 58, 33044343, sync, Pillage Improvement Chance
41, 100, 23, 2493517796, sync, Pillage Improvement Chance
41, 100, 91, 995519565, sync, Pillage Improvement Chance
41, 100, 3, 3914973954, sync, Boosted Yield Chance
41, 5, 2, 170841107, sync, Storm Direction
41, 100, 77, 1950369360, sync, Pillage Improvement Chance
41, 100, 29, 3333062729, sync, Pillage Improvement Chance
41, 100, 37, 1260719438, sync, Pillage Improvement Chance
41, 100, 46, 1630051951, sync, Pillage Improvement Chance
41, 100, 48, 2003531644, sync, Pillage Improvement Chance
41, 100, 3, 2098321413, sync, Pillage Improvement Chance
41, 100, 34, 155758682, sync, Pillage Improvement Chance
41, 100, 16, 1498067595, sync, Pillage Improvement Chance
41, 100, 70, 699830120, sync, Pillage Improvement Chance
41, 100, 31, 3034378113, sync, Pillage Improvement Chance
41, 100, 23, 1372682278, sync, Pillage Improvement Chance
41, 100, 22, 1009773671, sync, Pillage Improvement Chance
41, 5, 4, 957954580, sync, Storm Direction
41, 100, 33, 4276617917, sync, Pillage Improvement Chance
41, 100, 90, 1422717106, sync, Pillage Improvement Chance
41, 100, 9, 3896829955, sync, Pillage Improvement Chance
41, 100, 63, 425321344, sync, Pillage Improvement Chance
41, 100, 26, 2744585657, sync, Pillage Improvement Chance
41, 100, 67, 1133864446, sync, Pillage Improvement Chance
41, 100, 44, 2888040799, sync, Pillage Improvement Chance
41, 100, 95, 1916385196, sync, Pillage Improvement Chance
41, 100, 97, 4086418549, sync, Pillage Improvement Chance
41, 100, 48, 4175291402, sync, Pillage Improvement Chance
41, 100, 26, 2075219067, sync, Pillage Improvement Chance
41, 100, 90, 1147183768, sync, Pillage Improvement Chance
41, 5, 0, 3896490737, sync, Storm Direction
41, 100, 35, 360593110, sync, Pillage Improvement Chance
41, 100, 44, 1526119767, sync, Pillage Improvement Chance
41, 100, 31, 1896435780, sync, Pillage Improvement Chance
41, 100, 11, 1342444845, sync, Pillage Improvement Chance
41, 100, 60, 503245410, sync, Pillage Improvement Chance
41, 100, 6, 2596263923, sync, Pillage Improvement Chance
41, 100, 50, 275590320, sync, Pillage Improvement Chance
41, 100, 89, 2184828713, sync, Pillage Improvement Chance
41, 5, 1, 3840232110, sync, Storm Direction
41, 5, 3, 1123418191, sync, Storm Direction Preview
41, 100, 33, 3270534108, sync, Pillage Improvement Chance
41, 100, 30, 1458552037, sync, Pillage Improvement Chance
41, 100, 77, 1304388538, sync, Pillage Improvement Chance
41, 100, 91, 3334230635, sync, Pillage Improvement Chance
41, 100, 86, 3910001096, sync, Pillage Improvement Chance
41, 100, 20, 3731112545, sync, Pillage Improvement Chance
41, 100, 86, 888144262, sync, Pillage Improvement Chance
41, 100, 42, 3729500743, sync, Pillage Improvement Chance
41, 100, 7, 1845711476, sync, Pillage Improvement Chance
41, 100, 3, 339846045, sync, Pillage Improvement Chance
41, 100, 13, 138063890, sync, Boosted Yield Chance
41, 100, 56, 579773411, sync, Pillage Improvement Chance
41, 100, 54, 2436702688, sync, Pillage Improvement Chance
41, 100, 35, 2325339289, sync, Pillage Improvement Chance
41, 100, 77, 1544534878, sync, Pillage Improvement Chance
41, 100, 85, 3330120511, sync, Pillage Improvement Chance
41, 100, 78, 3665984524, sync, Boosted Yield Chance
41, 100, 53, 3366103381, sync, Pillage Improvement Chance
41, 100, 53, 2308452202, sync, Pillage Improvement Chance
41, 100, 14, 2319101019, sync, Pillage Improvement Chance
41, 100, 84, 618745080, sync, Pillage Improvement Chance
41, 100, 13, 3643901393, sync, Pillage Improvement Chance
41, 100, 76, 562157622, sync, Boosted Yield Chance
41, 100, 42, 3287135031, sync, Pillage Improvement Chance
41, 100, 26, 1817854116, sync, Pillage Improvement Chance
41, 100, 74, 1157082637, sync, Pillage Improvement Chance
41, 100, 10, 3213574594, sync, Pillage Improvement Chance
41, 100, 79, 442518483, sync, Pillage Improvement Chance
41, 25, 11, 3394028304, sync, Active Volcano Roll
41, 5753, 3119, 1954422281, sync, Random Event Roll
41, 100, 30, 2328868878, sync, Pillage Improvement Chance
41, 100, 79, 1297732143, sync, Pillage Improvement Chance
41, 100, 21, 3433234492, sync, Pillage Improvement Chance
41, 100, 43, 903975365, sync, Pillage Improvement Chance
41, 100, 15, 1859340058, sync, Pillage Improvement Chance
41, 100, 7, 666591819, sync, Pillage Improvement Chance
41, 100, 88, 331211816, sync, Pillage Improvement Chance
41, 100, 84, 3796796737, sync, Pillage Improvement Chance
41, 100, 46, 3645815526, sync, Pillage Improvement Chance
41, 100, 88, 2002507815, sync, Pillage Improvement Chance
41, 100, 37, 3810597588, sync, Pillage Improvement Chance
41, 100, 53, 1597846653, sync, Pillage Improvement Chance
41, 100, 65, 2293997426, sync, Pillage Improvement Chance
41, 100, 6, 2795753411, sync, Pillage Improvement Chance
41, 100, 96, 283054144, sync, Pillage Improvement Chance
41, 100, 71, 4151155577, sync, Pillage Improvement Chance
41, 100, 32, 3080732862, sync, Pillage Improvement Chance
41, 100, 49, 1407821087, sync, Pillage Improvement Chance
41, 100, 77, 2143613036, sync, Pillage Improvement Chance
41, 100, 68, 3349378613, sync, Pillage Improvement Chance
41, 100, 0, 2962991818, sync, Pillage Improvement Chance
41, 100, 6, 42824763, sync, Pillage Improvement Chance
41, 100, 23, 273065816, sync, Pillage Improvement Chance
41, 100, 59, 992100529, sync, Pillage Improvement Chance
41, 100, 75, 2536614294, sync, Pillage Improvement Chance
41, 100, 70, 3251968279, sync, Pillage Improvement Chance
41, 100, 82, 3022708996, sync, Pillage Improvement Chance
41, 100, 94, 3555276525, sync, Boosted Yield Chance
41, 100, 39, 4048996642, sync, Boosted Yield Chance
41, 100, 6, 1703423923, sync, Boosted Yield Chance
41, 100, 22, 284625264, sync, Boosted Yield Chance
41, 100, 24, 984569065, sync, Boosted Yield Chance
41, 100, 67, 1035752814, sync, Boosted Yield Chance
41, 100, 86, 2890667023, sync, Boosted Yield Chance
41, 100, 32, 3709553820, sync, Boosted Yield Chance
41, 100, 63, 1386174117, sync, Boosted Yield Chance
41, 100, 43, 2732350074, sync, Boosted Yield Chance
41, 100, 89, 1874846251, sync, Boosted Yield Chance
41, 100, 80, 3823015560, sync, Boosted Yield Chance
41, 100, 51, 3436427297, sync, Boosted Yield Chance
41, 100, 72, 2193990726, sync, Boosted Yield Chance
41, 100, 35, 3126359559, sync, Boosted Yield Chance
41, 100, 46, 1544196916, sync, Boosted Yield Chance
41, 100, 49, 2006103389, sync, Boosted Yield Chance
41, 100, 37, 2141699794, sync, Boosted Yield Chance
41, 2, 1, 1593600931, sync, GetNextBuyablePlot picker
41, 2, 0, 4250381984, sync, GetNextBuyablePlot picker
41, 2, 0, 1162496601, sync, GetNextBuyablePlot picker
41, 1, 0, 1025439262, sync, GetNextBuyablePlot picker
41, 1, 0, 1851793151, sync, GetNextBuyablePlot picker
41, 1, 0, 10032332, sync, GetNextBuyablePlot picker
41, 1, 0, 3343659797, sync, GetNextBuyablePlot picker
41, 3400, 2206, 3930084906, sync, Choosing a Goody Hut Type
41, 100, 96, 2787224603, sync, Choosing a Sub Type
41, 1, 0, 4138250680, sync, Random Direction
41, 1, 0, 2554981265, sync, Random Direction
41, 1, 0, 1617275638, sync, Random Direction
41, 24, 3, 3047485175, sync, Random Direction
41, 4, 3, 571683172, sync, Random Direction
41, 14, 5, 4069568461, sync, Random Direction
41, 1, 0, 1656324226, sync, Random Direction
41, 1, 0, 4105143187, sync, Random Direction
41, 20, 8, 3213098960, sync, Random Direction
41, 25, 7, 1845853129, sync, Random Direction
41, 5, 4, 1250108110, sync, Random Direction
41, 8, 3, 3888432623, sync, Random Direction
41, 1, 0, 1760643324, sync, GetNextBuyablePlot picker
41, 1, 0, 2715880325, sync, GetNextBuyablePlot picker
41, 1, 0, 741514714, sync, GetNextBuyablePlot picker
41, 1, 0, 2923549195, sync, GetNextBuyablePlot picker
41, 1, 0, 2139617512, sync, GetNextBuyablePlot picker
41, 1, 0, 640408321, sync, GetNextBuyablePlot picker
41, 1, 0, 1093451174, sync, GetNextBuyablePlot picker
41, 9, 2, 909738983, sync, Random Promotion
41, 8, 1, 1213709204, sync, Random Promotion
41, 7, 0, 821700157, sync, Random Promotion
41, 6, 4, 576130610, sync, Random Promotion
41, 5, 0, 3524294531, sync, Random Promotion
41, 4, 3, 666828032, sync, Random Promotion
41, 3, 0, 3412584761, sync, Random Promotion
41, 2, 1, 526637950, sync, Random Promotion
41, 1, 0, 2346256607, sync, Random Promotion
41, 0, 0, 664201516, sync, Unit Combat Damage
41, 100, 74, 1515511797, sync, Random value for CombatResults Object
41, 100, 32, 3202232714, sync, Random value for CombatResults Object
41, 100, 70, 1383027707, sync, Random value for CombatResults Object
41, 1, 0, 3021958168, sync, Random Direction
41, 1, 0, 4141909617, sync, Random Direction
41, 1, 0, 854973526, sync, Random Direction
41, 1, 0, 3696571607, sync, Random Direction
41, 8, 6, 1001075140, sync, Random Direction
41, 1, 0, 3534100653, sync, Random Direction
41, 1, 0, 1326147554, sync, Random Direction
41, 2, 0, 3696117619, sync, Random Direction
41, 10, 6, 487302704, sync, Random Direction
41, 12, 3, 2746782377, sync, Random Direction
41, 5, 4, 1241260078, sync, Random Direction
41, 10, 0, 3820742607, sync, Random Direction
41, 7, 5, 280819036, sync, Random Direction
41, 1, 0, 3562975333, sync, GetNextBuyablePlot picker
41, 3, 0, 1496191290, sync, GetNextBuyablePlot picker
41, 1, 0, 247017963, sync, GetNextBuyablePlot picker
41, 1, 0, 4174515016, sync, GetNextBuyablePlot picker
41, 2, 1, 4069453281, sync, GetNextBuyablePlot picker
41, 1, 0, 4032562950, sync, GetNextBuyablePlot picker
41, 3, 2, 1442251207, sync, GetNextBuyablePlot picker
41, 1, 0, 3282080756, sync, GetNextBuyablePlot picker
41, 2, 0, 2603321117, sync, GetNextBuyablePlot picker
41, 1, 0, 841059730, sync, GetNextBuyablePlot picker
41, 1, 0, 576189283, sync, GetNextBuyablePlot picker
41, 0, 0, 3442277216, sync, Unit Combat Damage
41, 100, 86, 3707664409, sync, Random value for CombatResults Object
41, 100, 49, 3712413918, sync, Random value for CombatResults Object
41, 100, 91, 2118935231, sync, Random value for CombatResults Object
41, 1, 0, 3948309900, sync, Random Direction
41, 13, 9, 3480583381, sync, Random Direction
41, 9, 0, 3268230378, sync, Random Direction
41, 10, 0, 15625179, sync, Random Direction
41, 5, 4, 281204344, sync, Random Direction
41, 1, 0, 3642626385, sync, Random Direction
41, 7, 2, 2428124598, sync, Random Direction
41, 7, 1, 1323166391, sync, Random Direction
41, 4, 3, 847962660, sync, Random Direction
41, 4, 1, 3789648269, sync, Random Direction
41, 13, 10, 2107932482, sync, Random Direction
41, 26, 22, 3437001555, sync, Random Direction
41, 1, 0, 3701865616, sync, GetNextBuyablePlot picker
41, 2, 0, 1828755849, sync, GetNextBuyablePlot picker
41, 1, 0, 553602446, sync, GetNextBuyablePlot picker
41, 2, 1, 3760814511, sync, GetNextBuyablePlot picker
41, 1, 0, 2702594492, sync, GetNextBuyablePlot picker
41, 0, 0, 1456489797, sync, Unit Combat Damage
41, 100, 84, 2217129114, sync, Random value for CombatResults Object
41, 100, 30, 3634233803, sync, Random value for CombatResults Object
41, 100, 69, 1305791912, sync, Random value for CombatResults Object
41, 0, 0, 2989813953, sync, Unit Combat Damage
41, 100, 37, 942375014, sync, Random value for CombatResults Object
41, 100, 58, 1619586983, sync, Random value for CombatResults Object
41, 100, 0, 2508004436, sync, Random value for CombatResults Object
41, 55, 54, 31381501, sync, Choosing a City Name
41, 0, 0, 4234099954, sync, Unit Combat Damage
41, 100, 58, 239787843, sync, Random value for CombatResults Object
41, 100, 78, 2528750016, sync, Random value for CombatResults Object
41, 100, 25, 3376805625, sync, Random value for CombatResults Object
41, 0, 0, 1101018686, sync, Unit Combat Damage
41, 0, 0, 1941056671, sync, Unit Combat Damage
41, 100, 19, 1852809708, sync, Random value for CombatResults Object
41, 100, 58, 828770741, sync, Random value for CombatResults Object
41, 100, 77, 2523232330, sync, Random value for CombatResults Object
41, 1, 0, 3340170171, sync, Random Direction
41, 13, 3, 3232428248, sync, Random Direction
41, 3, 2, 1027247153, sync, Random Direction
41, 3, 0, 3347762966, sync, Random Direction
41, 5, 4, 37163159, sync, Random Direction
41, 8, 6, 3830071940, sync, Random Direction
41, 1, 0, 3388652141, sync, Random Direction
41, 8, 0, 1104987810, sync, Random Direction
41, 1, 0, 315760435, sync, Random Direction
41, 7, 2, 493552368, sync, Random Direction
41, 7, 0, 1461031017, sync, Random Direction
41, 12, 5, 6597358, sync, Random Direction
41, 9, 0, 2030402447, sync, Random Direction
41, 10, 3, 311778844, sync, Random Direction
41, 7, 0, 1374538277, sync, Random Direction
41, 7, 3, 326404090, sync, Random Direction
41, 6, 2, 1869103531, sync, Random Direction
41, 1, 0, 1755856904, sync, GetNextBuyablePlot picker
41, 8, 4, 1633018785, sync, Random Direction
41, 8, 3, 2356357574, sync, Random Direction
41, 7, 1, 2028424583, sync, Random Direction
41, 8, 7, 830821556, sync, Random Direction
41, 9, 3, 3972798685, sync, Random Direction
41, 1, 0, 1516772434, sync, GetNextBuyablePlot picker
41, 6, 3, 4032903971, sync, Random Direction
