Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
39, 0, LOC_CITY_NAME_SENA, 6.12, 0.70, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
39, 4, LOC_CITY_NAME_QASR_IBRIM, 6.33, 1.19, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: -0.1, , 
39, 4, LOC_CITY_NAME_HEH, 4.49, 1.49, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
40, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , , UNIT_SETTLER, Settle City Op, CONTRACT 758
40, 5, LOC_CITY_NAME_FEZ, , CONTRACT 758, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 726.0, Settle City Op
40, 1, LOC_CITY_NAME_MASHKAN_SHAPIR, 4.00, 0.47, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: -0.1, YIELD_FAITH: 0.0, , 
41, 5, LOC_CITY_NAME_PELLA, , CONTRACT 758, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 726.0, Settle City Op
41, 5, LOC_CITY_NAME_PELLA, , , PROJECT_ENHANCE_DISTRICT_INDUSTRIAL_ZONE, Default Specialization, , , Value 78.6
41, 5, LOC_CITY_NAME_BUENOS_AIRES, , CONTRACT 762, CANCELLED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 196.6, Build City Building
41, 5, LOC_CITY_NAME_BUENOS_AIRES, , , BUILDING_GRANARY, Default Specialization, , , Value 345.5
41, 6, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 787
41, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 738, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
41, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 739, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 91.0, Build City Improvement
41, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 787, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 384.0, Build City Improvement
41, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , , PROJECT_ENHANCE_DISTRICT_COMMERCIAL_HUB, Default Specialization, , , Value 151.7
41, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 787, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 384.0, Build City Improvement
41, 6, LOC_CITY_NAME_SAO_PAULO, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 91.2
41, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 738, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
41, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 739, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 91.0, Build City Improvement
41, 6, LOC_CITY_NAME_CURITIBA, , CONTRACT 787, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 384.0, Build City Improvement
41, 6, LOC_CITY_NAME_CURITIBA, , , UNIT_CROSSBOWMAN, Default Specialization, , , Value 40.5
41, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 738, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
41, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 739, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 91.0, Build City Improvement
41, 6, LOC_CITY_NAME_SALVADOR, , , BUILDING_MONUMENT, Default Specialization, , , Value 94.1
41, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 789
41, 6, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 810, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 1133.0, Build City District
41, 7, LOC_CITY_NAME_AACHEN, , , UNIT_SKIRMISHER, Siege City Assault, CONTRACT 790
41, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 769, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 419.0, Build City Improvement
41, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 790, IN PROGRESS, UNIT_SKIRMISHER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Siege City Assault
41, 7, LOC_CITY_NAME_MAGDEBURG, , , BUILDING_AMPHITHEATER, Default Specialization, , , Value 1789.2
41, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 742, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 1130.9, Build City District
41, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 769, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 419.0, Build City Improvement
41, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 790, IN PROGRESS, UNIT_SKIRMISHER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Siege City Assault
41, 7, LOC_CITY_NAME_COLOGNE, , , BUILDING_BARRACKS, Default Specialization, , , Value 1052.2
41, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 767, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 221.2, Build City Building
41, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 790, IN PROGRESS, UNIT_SKIRMISHER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Siege City Assault
41, 7, LOC_CITY_NAME_DORTMUND, , , BUILDING_MONUMENT, Default Specialization, , , Value 116.0
41, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 726, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 181.0, Build City Building
41, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 729, FAILED, NO_UNIT, BUILDING_GREAT_LIBRARY, NO_DISTRICT, VALUE 100.0, Manage Great Person
41, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 790, IN PROGRESS, UNIT_SKIRMISHER, NO_BUILDING, NO_DISTRICT, VALUE 500.0, Siege City Assault
41, 7, LOC_CITY_NAME_HEIDELBERG, , , BUILDING_GRANARY, Default Specialization, , , Value 216.9
41, 7, LOC_CITY_NAME_AACHEN, , CONTRACT 815, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Build City Improvement
41, 7, LOC_CITY_NAME_MAGDEBURG, , CONTRACT 815, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Build City Improvement
41, 7, LOC_CITY_NAME_COLOGNE, , CONTRACT 815, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Build City Improvement
41, 7, LOC_CITY_NAME_DORTMUND, , CONTRACT 815, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Build City Improvement
41, 7, LOC_CITY_NAME_HEIDELBERG, , CONTRACT 815, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Build City Improvement
41, 8, LOC_CITY_HA_NOI, , CONTRACT 773, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 204.0, Build City Improvement
41, 8, LOC_CITY_HA_NOI, , CONTRACT 774, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 211.0, Build City Improvement
41, 8, LOC_CITY_HA_NOI, , , UNIT_MAN_AT_ARMS, Default Specialization, , , Value 237.1
41, 8, LOC_CITY_QUANG_TRI, , CONTRACT 773, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 204.0, Build City Improvement
41, 8, LOC_CITY_QUANG_TRI, , , DISTRICT_AQUEDUCT, Build City District, CONTRACT 795
41, 8, LOC_CITY_HOI_AN, , CONTRACT 773, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 204.0, Build City Improvement
41, 8, LOC_CITY_HOI_AN, , CONTRACT 774, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 211.0, Build City Improvement
41, 8, LOC_CITY_HOI_AN, , , UNIT_MAN_AT_ARMS, Default Specialization, , , Value 237.1
41, 8, LOC_CITY_HOA_LU, , , BUILDING_WALLS, Default Specialization, , , Value 261.5
41, 8, LOC_CITY_DONG_HOI, , , BUILDING_OLD_GOD_OBELISK, Default Specialization, , , Value 279.6
41, 8, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 797
41, 8, LOC_CITY_HA_NOI, , CONTRACT 818, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 766.0, Settle City Op
41, 8, LOC_CITY_HUE, , CONTRACT 818, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 766.0, Settle City Op
41, 8, LOC_CITY_QUANG_TRI, , CONTRACT 818, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 766.0, Settle City Op
41, 8, LOC_CITY_HOI_AN, , CONTRACT 818, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 766.0, Settle City Op
41, 8, LOC_CITY_HOA_LU, , CONTRACT 818, SUBMITTED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 766.0, Settle City Op
41, 8, LOC_CITY_DONG_HOI, , CONTRACT 819, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 1328.0, Build City District
41, 8, LOC_CITY_DONG_HOI, , CONTRACT 820, SUBMITTED, NO_UNIT, BUILDING_OLD_GOD_OBELISK, NO_DISTRICT, VALUE 279.0, Build City Building
41, 8, LOC_CITY_HA_NOI, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 8, LOC_CITY_HUE, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 8, LOC_CITY_QUANG_TRI, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 8, LOC_CITY_HOI_AN, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 8, LOC_CITY_HOA_LU, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 8, LOC_CITY_DONG_HOI, , CONTRACT 821, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 524.0, Build City Improvement
41, 9, LOC_CITY_NAME_ROME, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 89.5
41, 9, LOC_CITY_NAME_ARRETIUM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 86.7
41, 9, LOC_CITY_NAME_ARPINUM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 86.7
41, 9, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 801
41, 9, LOC_CITY_NAME_BRUNDISIUM, 6.52, 0.54, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
41, 9, LOC_CITY_NAME_BRUNDISIUM, , , BUILDING_WALLS, Default Specialization, , , Value 154.0
41, 10, LOC_CITY_NAME_BABYLON, , , UNIT_BUILDER, Build City Improvement, CONTRACT 779
41, 15, LOC_CITY_NAME_VATICAN_CITY, , CONTRACT 825, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 91.0, Build City Building
41, 17, LOC_CITY_NAME_YEREVAN, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
41, 17, LOC_CITY_NAME_YEREVAN, , , NO BUILDS AT ALL (maybe city was nuked?), Generic Offense
41, 20, LOC_CITY_NAME_KUMASI, , , UNIT_BUILDER, Build City Improvement, CONTRACT 757
42, 5, LOC_CITY_NAME_PELLA, , , UNIT_MAN_AT_ARMS, Default Specialization, , , Value 128.7
42, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , CONTRACT 758, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 726.0, Settle City Op
42, 5, LOC_CITY_NAME_ALEXANDRIA_TROAS, , , UNIT_MAN_AT_ARMS, Default Specialization, , , Value 125.2
42, 5, LOC_CITY_NAME_FEZ, , , UNIT_MAN_AT_ARMS, Default Specialization, , , Value 125.2
42, 5, LOC_CITY_NAME_METHONE, , CONTRACT 760, COMPLETED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 147.5, Build City Building
42, 5, LOC_CITY_NAME_METHONE, , , BUILDING_WALLS, Default Specialization, , , Value 181.0
42, 5, LOC_CITY_NAME_BUENOS_AIRES, , , BUILDING_WATER_MILL, Default Specialization, , , Value 187.5
42, 6, LOC_CITY_NAME_FORTALEZA, , , UNIT_CROSSBOWMAN, Default Specialization, , , Value 36.2
42, 6, LOC_CITY_NAME_SALVADOR, , , UNIT_CROSSBOWMAN, Default Specialization, , , Value 32.7
42, 6, LOC_CITY_NAME_JERUSALEM, , CONTRACT 739, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 91.0, Build City Improvement
42, 6, LOC_CITY_NAME_JERUSALEM, , , BUILDING_MONUMENT, Default Specialization, , , Value 192.9
42, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 812
42, 6, LOC_CITY_NAME_PORTO_ALEGRE, 5.07, 0.13, , YIELD_FOOD: 0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.0, YIELD_SCIENCE: -0.1, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
42, 6, LOC_CITY_NAME_PORTO_ALEGRE, , , BUILDING_WALLS, Default Specialization, , , Value 96.6
42, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 830, SUBMITTED, NO_UNIT, BUILDING_AMPHITHEATER, NO_DISTRICT, VALUE 0.0, Build Trigger Building
