Game Turn, Player, BY TYPE: Tiles, Buildings, Districts, Population, Outgoing Trade Routes, TOURISM, Diplo Victory, BALANCE: Favor, LIFETIME: Favor, CO2 Per Turn
46, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 6, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_VILNIUS, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_YEREVAN, 9, 14, 0, 5, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_KUMASI, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_PRESLAV, 9, 14, 0, 5, 4, 0, 0, 0, 0, 0
46, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
46, CIVILIZATION_EGYPT, 92, 38, 11, 37, 27, 7, 0, 24, 24, 0
46, CIVILIZATION_BABYLON_STK, 88, 43, 10, 48, 44, 9, 0, 49, 49, 0
46, CIVILIZATION_INDIA, 103, 145, 8, 45, 20, 12, 0, 38, 38, 0
46, CIVILIZATION_MALI, 113, 116, 15, 39, 50, 8, 0, 17, 17, 0
46, CIVILIZATION_NUBIA, 122, 49, 14, 61, 51, 0, 0, 84, 84, 0
47, CIVILIZATION_MACEDON, 85, 55, 8, 48, 10, 8, 0, 7, 7, 0
47, CIVILIZATION_BRAZIL, 98, 127, 8, 69, 6, 8, 0, 32, 32, 0
47, CIVILIZATION_GERMANY, 81, 53, 10, 57, 7, 6, 0, 47, 47, 0
47, CIVILIZATION_VIETNAM, 87, 93, 12, 53, 0, 8, 0, 24, 24, 0
47, CIVILIZATION_ROME, 82, 82, 10, 54, 7, 8, 0, 34, 34, 0
47, CIVILIZATION_BABYLON, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_HATTUSA, 7, 16, 1, 6, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_JOHANNESBURG, 10, 12, 1, 7, 3, 0, 0, 0, 0, 0
47, CIVILIZATION_LISBON, 11, 14, 2, 7, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 6, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_VILNIUS, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_YEREVAN, 10, 14, 0, 5, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_KUMASI, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_PRESLAV, 9, 14, 0, 5, 4, 0, 0, 0, 0, 0
47, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
47, CIVILIZATION_EGYPT, 94, 45, 11, 41, 36, 7, 0, 26, 26, 0
47, CIVILIZATION_BABYLON_STK, 91, 46, 10, 53, 52, 9, 0, 51, 51, 0
47, CIVILIZATION_INDIA, 107, 142, 9, 49, 30, 12, 0, 41, 41, 0
47, CIVILIZATION_MALI, 122, 114, 15, 42, 60, 15, 0, 18, 18, 0
47, CIVILIZATION_NUBIA, 125, 53, 15, 63, 51, 0, 0, 91, 91, 0
48, CIVILIZATION_MACEDON, 86, 62, 9, 50, 12, 11, 0, 7, 7, 0
48, CIVILIZATION_BRAZIL, 100, 139, 10, 71, 6, 11, 0, 34, 34, 0
48, CIVILIZATION_GERMANY, 81, 62, 10, 57, 7, 7, 0, 48, 48, 0
48, CIVILIZATION_VIETNAM, 89, 111, 12, 58, 0, 11, 0, 25, 25, 0
48, CIVILIZATION_ROME, 83, 85, 11, 54, 7, 11, 0, 35, 35, 0
48, CIVILIZATION_BABYLON, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_HATTUSA, 7, 16, 1, 4, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_JOHANNESBURG, 10, 12, 1, 7, 3, 0, 0, 0, 0, 0
48, CIVILIZATION_LISBON, 11, 14, 2, 7, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 6, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_VILNIUS, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_YEREVAN, 10, 14, 0, 6, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_KUMASI, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_PRESLAV, 9, 14, 0, 6, 4, 0, 0, 0, 0, 0
48, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
48, CIVILIZATION_EGYPT, 97, 46, 14, 42, 36, 7, 0, 28, 28, 0
48, CIVILIZATION_BABYLON_STK, 112, 50, 10, 58, 52, 9, 0, 55, 55, 0
48, CIVILIZATION_INDIA, 107, 142, 9, 52, 30, 12, 0, 46, 46, 0
48, CIVILIZATION_MALI, 125, 114, 17, 47, 60, 15, 0, 21, 21, 0
48, CIVILIZATION_NUBIA, 128, 57, 16, 65, 51, 0, 0, 98, 98, 0
49, CIVILIZATION_MACEDON, 88, 65, 9, 50, 12, 11, 0, 5, 7, 0
49, CIVILIZATION_BRAZIL, 103, 145, 11, 75, 6, 11, 0, 28, 34, 0
49, CIVILIZATION_GERMANY, 84, 65, 11, 58, 7, 7, 0, 31, 48, 0
49, CIVILIZATION_VIETNAM, 94, 115, 13, 58, 0, 11, 0, 18, 25, 0
49, CIVILIZATION_ROME, 84, 85, 11, 57, 7, 11, 0, 24, 35, 0
49, CIVILIZATION_BABYLON, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_JOHANNESBURG, 10, 12, 1, 7, 3, 0, 0, 0, 0, 0
49, CIVILIZATION_LISBON, 11, 14, 2, 7, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 6, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_VILNIUS, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_YEREVAN, 10, 14, 0, 6, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_KUMASI, 9, 14, 0, 7, 3, 0, 0, 0, 0, 0
49, CIVILIZATION_PRESLAV, 9, 14, 0, 6, 4, 0, 0, 0, 0, 0
49, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
49, CIVILIZATION_EGYPT, 99, 46, 14, 44, 36, 7, 3, 2, 28, 0
49, CIVILIZATION_BABYLON_STK, 115, 59, 12, 61, 66, 10, 5, 24, 55, 0
49, CIVILIZATION_INDIA, 109, 151, 9, 54, 30, 12, 3, 15, 46, 0
49, CIVILIZATION_MALI, 129, 124, 17, 50, 50, 15, 3, 4, 21, 0
49, CIVILIZATION_NUBIA, 131, 76, 18, 66, 53, 0, 3, 12, 98, 0
50, CIVILIZATION_MACEDON, 89, 70, 10, 63, 12, 11, 0, 5, 7, 0
50, CIVILIZATION_BRAZIL, 106, 167, 11, 78, 6, 11, 0, 29, 35, 0
50, CIVILIZATION_GERMANY, 87, 74, 11, 61, 7, 9, 0, 32, 49, 0
50, CIVILIZATION_VIETNAM, 104, 118, 13, 60, 0, 11, 0, 19, 26, 0
50, CIVILIZATION_ROME, 85, 91, 11, 60, 7, 11, 0, 25, 36, 0
50, CIVILIZATION_BABYLON, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 7, 4, 0, 0, 0, 0, 0
50, CIVILIZATION_LISBON, 11, 14, 2, 7, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_KUMASI, 9, 14, 0, 7, 3, 0, 0, 0, 0, 0
50, CIVILIZATION_PRESLAV, 9, 14, 0, 6, 4, 0, 0, 0, 0, 0
50, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50, CIVILIZATION_EGYPT, 107, 49, 15, 47, 40, 7, 3, 4, 30, 0
50, CIVILIZATION_BABYLON_STK, 120, 62, 14, 65, 66, 10, 5, 29, 60, 0
50, CIVILIZATION_INDIA, 112, 191, 10, 57, 30, 12, 3, 20, 51, 0
50, CIVILIZATION_MALI, 131, 133, 21, 52, 60, 15, 3, 7, 24, 0
50, CIVILIZATION_NUBIA, 134, 77, 20, 69, 74, 0, 3, 18, 104, 0
51, CIVILIZATION_MACEDON, 91, 73, 10, 65, 20, 11, 0, 5, 7, 0
51, CIVILIZATION_BRAZIL, 106, 177, 12, 79, 6, 11, 0, 31, 37, 0
51, CIVILIZATION_GERMANY, 90, 69, 12, 62, 7, 21, 0, 33, 50, 0
51, CIVILIZATION_VIETNAM, 122, 162, 14, 70, 0, 11, 0, 19, 26, 0
51, CIVILIZATION_ROME, 95, 95, 12, 61, 7, 11, 0, 26, 37, 0
51, CIVILIZATION_BABYLON, 9, 14, 0, 9, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 7, 4, 0, 0, 0, 0, 0
51, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_KUMASI, 9, 14, 0, 7, 3, 0, 0, 0, 0, 0
51, CIVILIZATION_PRESLAV, 9, 14, 0, 6, 4, 0, 0, 0, 0, 0
51, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
51, CIVILIZATION_EGYPT, 112, 51, 15, 48, 40, 7, 3, 6, 32, 0
51, CIVILIZATION_BABYLON_STK, 124, 86, 15, 68, 83, 10, 5, 34, 65, 0
51, CIVILIZATION_INDIA, 113, 191, 11, 61, 30, 12, 3, 25, 56, 0
51, CIVILIZATION_MALI, 134, 135, 21, 56, 60, 16, 3, 11, 28, 0
51, CIVILIZATION_NUBIA, 138, 82, 22, 73, 93, 0, 3, 23, 109, 0
52, CIVILIZATION_MACEDON, 95, 73, 11, 65, 20, 11, 0, 5, 7, 0
52, CIVILIZATION_BRAZIL, 108, 194, 13, 83, 6, 11, 0, 33, 39, 0
52, CIVILIZATION_GERMANY, 98, 82, 12, 65, 7, 37, 0, 34, 51, 0
52, CIVILIZATION_VIETNAM, 123, 203, 14, 70, 0, 11, 0, 19, 26, 0
52, CIVILIZATION_ROME, 95, 107, 13, 62, 8, 11, 0, 27, 38, 0
52, CIVILIZATION_BABYLON, 10, 14, 0, 8, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 4, 0, 0, 0, 0, 0
52, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_KUMASI, 9, 14, 0, 7, 3, 0, 0, 0, 0, 0
52, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
52, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
52, CIVILIZATION_EGYPT, 116, 52, 16, 50, 50, 7, 3, 10, 36, 0
52, CIVILIZATION_BABYLON_STK, 127, 88, 15, 72, 83, 10, 5, 41, 72, 0
52, CIVILIZATION_INDIA, 116, 191, 11, 76, 30, 12, 3, 30, 61, 0
52, CIVILIZATION_MALI, 137, 135, 22, 56, 70, 16, 3, 15, 32, 0
52, CIVILIZATION_NUBIA, 141, 84, 22, 75, 104, 3, 3, 28, 114, 0
53, CIVILIZATION_MACEDON, 97, 79, 11, 65, 20, 11, 0, 5, 7, 0
53, CIVILIZATION_BRAZIL, 109, 208, 13, 83, 6, 13, 0, 35, 41, 0
53, CIVILIZATION_GERMANY, 103, 87, 14, 67, 7, 37, 0, 35, 52, 0
53, CIVILIZATION_VIETNAM, 126, 215, 16, 73, 0, 11, 0, 19, 26, 0
53, CIVILIZATION_ROME, 99, 120, 13, 63, 8, 11, 0, 28, 39, 0
53, CIVILIZATION_BABYLON, 10, 14, 0, 8, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
53, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_KUMASI, 9, 14, 0, 9, 3, 0, 0, 0, 0, 0
53, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
53, CIVILIZATION_FREE_CITIES, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
53, CIVILIZATION_EGYPT, 116, 56, 17, 53, 50, 8, 3, 13, 39, 0
53, CIVILIZATION_BABYLON_STK, 132, 88, 18, 75, 141, 10, 5, 48, 79, 0
53, CIVILIZATION_INDIA, 122, 199, 11, 78, 30, 12, 3, 35, 66, 0
53, CIVILIZATION_MALI, 140, 156, 26, 61, 80, 16, 3, 19, 36, 0
53, CIVILIZATION_NUBIA, 143, 84, 25, 77, 106, 3, 3, 33, 119, 0
54, CIVILIZATION_MACEDON, 97, 84, 11, 66, 20, 11, 0, 5, 7, 0
54, CIVILIZATION_BRAZIL, 112, 212, 15, 86, 6, 16, 0, 37, 43, 0
54, CIVILIZATION_GERMANY, 107, 88, 15, 70, 0, 38, 0, 36, 53, 0
54, CIVILIZATION_VIETNAM, 128, 227, 16, 74, 0, 11, 0, 19, 26, 0
54, CIVILIZATION_ROME, 99, 111, 14, 66, 8, 11, 0, 29, 40, 0
54, CIVILIZATION_BABYLON, 10, 14, 0, 8, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_HATTUSA, 9, 16, 1, 5, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_JOHANNESBURG, 10, 14, 1, 9, 5, 0, 0, 0, 0, 0
54, CIVILIZATION_LISBON, 11, 14, 2, 8, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_VATICAN_CITY, 9, 14, 0, 7, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_YEREVAN, 12, 14, 0, 6, 0, 0, 0, 0, 0, 0
54, CIVILIZATION_KUMASI, 9, 14, 0, 9, 3, 0, 0, 0, 0, 0
54, CIVILIZATION_PRESLAV, 10, 14, 0, 6, 4, 0, 0, 0, 0, 0
