Game Turn, Player, System, Tree, Node, Result, Data
1, 5, Operation, Settle City Op, FAILURE, Operation Change Target, Too weak or invalid target
1, 5, Operation, Settle City Op, READY, Concurrent, 
1, 5, Operation, Settle City Op, READY, Priority, 
1, 5, Operation, Settle City Op, READY, Find Available Unit, Not seeking units
1, 5, Operation, Settle City Op, READY, Concurrent, 
1, 5, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 5, Operation, Settle City Op, READY, Build Unit, Not Building
1, 5, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 5, Operation, Settle City Op, READY, Concurrent, 
1, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 5, Operation, Settle City Op, READY, Operation Move, Inactive
1, 5, Operation, Settle City Op, READY, Lock Units, Units Locked
1, 5, Operation, Settle City Op, READY, Concurrent, 
1, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 5, Operation, Settle City Op, READY, Make Formation, 
1, 5, Operation, Settle City Op, READY, Operation Attack Units, 
1, 5, Operation, Settle City Op, READY, Operation Move, Inactive
1, 5, Operation, Settle City Op, READY, Concurrent, 
1, 5, Operation, Settle City Op, READY, Operation Change Target, OK
1, 5, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 5, Operation, Settle City Op, READY, Operation Attack Units, 
1, 5, Operation, Settle City Op, READY, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
1, 5, Operation, Settle City Op, READY, Operation Move, Inactive
1, 5, Operation, Settle City Op, READY, Settle, Settling unit to make new city
1, 5, City LOC_CITY_NAME_MIKISIW_WACIHK, Simple City Tree, SUCCESS, Concurrent, 
1, 5, City LOC_CITY_NAME_MIKISIW_WACIHK, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Sequence, 
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_TRADER; Value: 0
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Turn Limiter, Child running 0 of 6 turns
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Add Goal Tech, CIVIC_FOREIGN_TRADE: Accepted
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Contract Manager Decorator, No contract,
1, 5, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Build Unit, Not Building
1, 6, Operation, Settle City Op, FAILURE, Concurrent, 
1, 6, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 175
1, 6, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
1, 6, Operation, Settle City Op, FAILURE, Sequence, 
1, 6, Operation, Settle City Op, FAILURE, Operation Change Target, Too weak or invalid target
1, 6, Operation, Settle City Op, READY, Concurrent, 
1, 6, Operation, Settle City Op, READY, Priority, 
1, 6, Operation, Settle City Op, READY, Find Available Unit, Not seeking units
1, 6, Operation, Settle City Op, READY, Concurrent, 
1, 6, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 6, Operation, Settle City Op, READY, Build Unit, Not Building
1, 6, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 6, Operation, Settle City Op, READY, Concurrent, 
1, 6, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 6, Operation, Settle City Op, READY, Operation Move, Inactive
1, 6, Operation, Settle City Op, READY, Lock Units, Units Locked
1, 6, Operation, Settle City Op, READY, Concurrent, 
1, 6, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 6, Operation, Settle City Op, READY, Make Formation, 
1, 6, Operation, Settle City Op, READY, Operation Attack Units, 
1, 6, Operation, Settle City Op, READY, Operation Move, Inactive
1, 6, Operation, Settle City Op, READY, Concurrent, 
1, 6, Operation, Settle City Op, READY, Operation Change Target, OK
1, 6, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 6, Operation, Settle City Op, READY, Operation Attack Units, 
1, 6, Operation, Settle City Op, READY, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
1, 6, Operation, Settle City Op, READY, Operation Move, Inactive
1, 6, Operation, Settle City Op, READY, Settle, Settling unit to make new city
1, 6, City LOC_CITY_NAME_NIANI, Simple City Tree, SUCCESS, Concurrent, 
1, 6, City LOC_CITY_NAME_NIANI, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Sequence, 
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_TRADER; Value: 0
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Turn Limiter, Child running 0 of 6 turns
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Add Goal Tech, CIVIC_FOREIGN_TRADE: Accepted
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Contract Manager Decorator, No contract,
1, 6, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Build Unit, Not Building
1, 7, Operation, Settle City Op, FAILURE, Concurrent, 
1, 7, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 175
1, 7, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
1, 7, Operation, Settle City Op, FAILURE, Sequence, 
1, 7, Operation, Settle City Op, FAILURE, Operation Change Target, Too weak or invalid target
1, 7, Operation, Settle City Op, READY, Concurrent, 
1, 7, Operation, Settle City Op, READY, Priority, 
1, 7, Operation, Settle City Op, READY, Find Available Unit, Not seeking units
1, 7, Operation, Settle City Op, READY, Concurrent, 
1, 7, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 7, Operation, Settle City Op, READY, Build Unit, Not Building
1, 7, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
1, 7, Operation, Settle City Op, READY, Concurrent, 
1, 7, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 7, Operation, Settle City Op, READY, Operation Move, Inactive
1, 7, Operation, Settle City Op, READY, Lock Units, Units Locked
1, 7, Operation, Settle City Op, READY, Concurrent, 
1, 7, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 7, Operation, Settle City Op, READY, Make Formation, 
1, 7, Operation, Settle City Op, READY, Operation Attack Units, 
1, 7, Operation, Settle City Op, READY, Operation Move, Inactive
1, 7, Operation, Settle City Op, READY, Concurrent, 
1, 7, Operation, Settle City Op, READY, Operation Change Target, OK
1, 7, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
1, 7, Operation, Settle City Op, READY, Operation Attack Units, 
1, 7, Operation, Settle City Op, READY, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
1, 7, Operation, Settle City Op, READY, Operation Move, Inactive
1, 7, Operation, Settle City Op, READY, Settle, Settling unit to make new city
1, 7, City LOC_CITY_NAME_XANADU, Simple City Tree, SUCCESS, Concurrent, 
1, 7, City LOC_CITY_NAME_XANADU, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Sequence, 
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_TRADER; Value: 0
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Turn Limiter, Child running 0 of 6 turns
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Add Goal Tech, CIVIC_FOREIGN_TRADE: Accepted
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Contract Manager Decorator, No contract,
1, 7, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Build Unit, Not Building
1, 8, City LOC_CITY_NAME_KABUL, Simple City Tree, SUCCESS, Concurrent, 
1, 8, City LOC_CITY_NAME_KABUL, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 9, City LOC_CITY_NAME_NAN_MADOL, Simple City Tree, SUCCESS, Concurrent, 
1, 9, City LOC_CITY_NAME_NAN_MADOL, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 10, City LOC_CITY_NAME_SAMARKAND, Simple City Tree, SUCCESS, Concurrent, 
1, 10, City LOC_CITY_NAME_SAMARKAND, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 11, City LOC_CITY_NAME_GENEVA, Simple City Tree, SUCCESS, Concurrent, 
1, 11, City LOC_CITY_NAME_GENEVA, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 12, City LOC_CITY_NAME_CAGUANA, Simple City Tree, SUCCESS, Concurrent, 
1, 12, City LOC_CITY_NAME_CAGUANA, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 13, City LOC_CITY_NAME_LAHORE, Simple City Tree, SUCCESS, Concurrent, 
1, 13, City LOC_CITY_NAME_LAHORE, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 14, City LOC_CITY_NAME_CHINGUETTI, Simple City Tree, SUCCESS, Concurrent, 
1, 14, City LOC_CITY_NAME_CHINGUETTI, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 15, City LOC_CITY_NAME_HATTUSA, Simple City Tree, SUCCESS, Concurrent, 
1, 15, City LOC_CITY_NAME_HATTUSA, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 16, City LOC_CITY_NAME_BUENOS_AIRES, Simple City Tree, SUCCESS, Concurrent, 
1, 16, City LOC_CITY_NAME_BUENOS_AIRES, Simple City Tree, FAILURE, City Attack, Cannot attack
1, 17, City LOC_CITY_NAME_MEXICO_CITY, Simple City Tree, SUCCESS, Concurrent, 
1, 17, City LOC_CITY_NAME_MEXICO_CITY, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 4, Operation, Settle City Op, RUNNING, Concurrent, 
2, 4, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 188
2, 4, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
2, 4, Operation, Settle City Op, RUNNING, Sequence, 
2, 4, Operation, Settle City Op, SUCCESS, Operation Change Target, OK
2, 4, Operation, Settle City Op, SUCCESS, Concurrent, 
2, 4, Operation, Settle City Op, SUCCESS, Priority, 
2, 4, Operation, Settle City Op, SUCCESS, Find Available Unit, Found: UNIT_SETTLER
2, 4, Operation, Settle City Op, READY, Concurrent, 
2, 4, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
2, 4, Operation, Settle City Op, READY, Build Unit, Not Building
2, 4, Operation, Settle City Op, READY, Contract Manager Decorator, No contract,
2, 4, Operation, Settle City Op, READY, Concurrent, 
2, 4, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
2, 4, Operation, Settle City Op, READY, Operation Move, Inactive
2, 4, Operation, Settle City Op, SUCCESS, Lock Units, Units Locked
2, 4, Operation, Settle City Op, RUNNING, Concurrent, 
2, 4, Operation, Settle City Op, SUCCESS, Recruit Units, Recruited: 1; Recruiting: NONE Total: 2. Ready: YES
2, 4, Operation, Settle City Op, SUCCESS, Make Formation, 
2, 4, Operation, Settle City Op, SUCCESS, Operation Attack Units, 
2, 4, Operation, Settle City Op, RUNNING, Operation Move, Moving to rally position 49: 61
2, 4, Operation, Settle City Op, READY, Concurrent, 
2, 4, Operation, Settle City Op, READY, Operation Change Target, OK
2, 4, Operation, Settle City Op, READY, Recruit Units, Recruited: 0; Recruiting: UNIT_SETTLER Total: 0. Ready: NO
2, 4, Operation, Settle City Op, READY, Operation Attack Units, 
2, 4, Operation, Settle City Op, READY, Operation Naval Escort, 0 unescorted formations, 0 escorts recruited
2, 4, Operation, Settle City Op, READY, Operation Move, Inactive
2, 4, Operation, Settle City Op, READY, Settle, Settling unit to make new city
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Simple City Tree, SUCCESS, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Simple City Tree, FAILURE, City Attack, Cannot attack
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Sequence, 
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Decode Trigger, Unit: UNIT_TRADER; Value: 0
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Turn Limiter, Child running 1 of 6 turns
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, RUNNING, Add Goal Tech, CIVIC_FOREIGN_TRADE: Accepted
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Contract Manager Decorator, No contract,
2, 4, Seek Tech Boost TECH_CURRENCY, Build Trigger Unit, READY, Build Unit, Not Building
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Sequence, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_QUARRY; Value: 218
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Sequence, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, SUCCESS, Concurrent, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 48 61
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, SUCCESS, Priority, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, SUCCESS, Check Plot, Plot 48 61: Clear
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Sequence, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Priority, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Build Unit, Not Building
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Cancel Contract, No contract
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Concurrent, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Protect Unit, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Move Unit, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Sequence, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Priority, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 218.0
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Cancel Contract, Canceling contract 5
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Concurrent, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Protect Unit, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Move Unit, 
2, 4, Seek Tech Boost TECH_MASONRY, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, RUNNING, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, SUCCESS, Decode Trigger, Unit: UNIT_WARRIOR_MONK; Value: 30
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, SUCCESS, Contract Manager Decorator, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, RUNNING, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Building, RUNNING, Build Unit, Not Building
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, RUNNING, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, SUCCESS, Decode Trigger, District: DISTRICT_HOLY_SITE; Value: 190
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, RUNNING, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, SUCCESS, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, SUCCESS, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, SUCCESS, Purchase Plot, Not Buying anything
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, SUCCESS, Reserve Plot, Reserving plot 50 62
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, RUNNING, Contract Manager Decorator, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, RUNNING, Add Goal Tech, TECH_ASTROLOGY: Accepted/No civic submitted
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Check Plot, Plot 50 62: FEATURE_FLOODPLAINS
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Contract Manager Decorator, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Add Goal Tech, No tech submitted/No civic submitted
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Find Available Unit, Not seeking units
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Protect Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Move Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Clear Plot, Clearing with 0
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Reserve Plot, Reserving plot -9999 -9999
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Build Unit, Not Building
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Has Player Ability, --, Wonders, Failed
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Find Available Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Build Unit, Not Building
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Cancel Contract, No contract
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Move Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City District, READY, Build Production, Using builder charge at 50 62
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, SUCCESS, Decode Trigger, Improve: IMPROVEMENT_FARM; Value: 213
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, SUCCESS, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, SUCCESS, Reserve Plot, Reserving plot 50 62
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, SUCCESS, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, SUCCESS, Check Plot, Plot 50 62: Clear
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Find Available Unit, Seeking: UNIT_BUILDER
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Build Unit, Not Building
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Cancel Contract, No contract
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Protect Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Move Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Clear Plot, Clearing with 0
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Sequence, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Priority, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, FAILURE, Find Available Unit, Seeking: UNIT_BUILDER
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Contract Manager Decorator, No contract,
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 213.0
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Cancel Contract, Canceling contract 8
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Concurrent, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Protect Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Move Unit, 
2, 4, City LOC_CITY_NAME_TENOCHTITLAN, Build City Improvement, READY, Build Improvement, Building Improvement: IMPROVEMENT_BARBARIAN_CAMP
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Sequence, 
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Decode Trigger, Unit: UNIT_BUILDER; Value: 26
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Turn Limiter, Child running 0 of 6 turns
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, SUCCESS, Add Goal Tech, No tech submitted/No civic submitted
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Contract Manager Decorator, No contract,
2, 4, Seek Civic Boost CIVIC_CRAFTSMANSHIP, Build Trigger Unit, RUNNING, Build Unit, UNIT_BUILDER: Accepted at 26.0
2, 5, Operation, Settle City Op, RUNNING, Concurrent, 
2, 5, Operation, Settle City Op, SUCCESS, Decode Trigger, Value: 244
2, 5, Operation, Settle City Op, SUCCESS, Operation Defend Units, 
2, 5, Operation, Settle City Op, RUNNING, Sequence, 
2, 5, Operation, Settle City Op, SUCCESS, Operation Change Target, OK
2, 5, Operation, Settle City Op, SUCCESS, Concurrent, 
2, 5, Operation, Settle City Op, SUCCESS, Priority, 
2, 5, Operation, Settle City Op, SUCCESS, Find Available Unit, Found: UNIT_SETTLER
2, 5, Operation, Settle City Op, READY, Concurrent, 
