Game Turn, Range, Value, Seed, Type, Location
1, 100, 53, 394867819, sync, Random Diplomatic Value
1, 100, 27, 2300976072, sync, Random Diplomatic Value
1, 100, 14, 1180759137, sync, Random Diplomatic Value
1, 100, 17, 633588614, sync, Random Diplomatic Value
1, 100, 43, 738503751, sync, Random Diplomatic Value
1, 100, 51, 1885678708, sync, Random Diplomatic Value
1, 100, 82, 2220324253, sync, Random Diplomatic Value
1, 100, 12, 3548453394, sync, Random Diplomatic Value
1, 100, 37, 534103523, sync, Random Diplomatic Value
1, 100, 73, 1625463776, sync, Random Diplomatic Value
1, 100, 27, 3141193369, sync, Random Diplomatic Value
1, 100, 67, 1179829598, sync, Random Diplomatic Value
1, 100, 59, 2920602943, sync, Random Diplomatic Value
1, 100, 52, 2550502924, sync, Random Diplomatic Value
1, 100, 58, 2271263573, sync, Random Diplomatic Value
1, 100, 50, 2516703594, sync, Random Diplomatic Value
1, 100, 37, 2164526683, sync, Random Diplomatic Value
1, 100, 22, 1618740984, sync, Random Diplomatic Value
1, 100, 35, 985577425, sync, Random Diplomatic Value
1, 100, 35, 1541153334, sync, Random Diplomatic Value
1, 100, 49, 1525364023, sync, Random Diplomatic Value
1, 100, 96, 2145819300, sync, Random Diplomatic Value
1, 100, 14, 4146462733, sync, Random Diplomatic Value
1, 100, 94, 641739714, sync, Random Diplomatic Value
1, 100, 82, 4038323667, sync, Random Diplomatic Value
1, 100, 18, 3544497424, sync, Random Diplomatic Value
1, 100, 59, 809472009, sync, Random Diplomatic Value
1, 100, 82, 2565423630, sync, Random Diplomatic Value
1, 100, 27, 3527775279, sync, Random Diplomatic Value
1, 100, 31, 1176541756, sync, Random Diplomatic Value
1, 100, 27, 1363682245, sync, Random Diplomatic Value
1, 100, 48, 1174106394, sync, Random Diplomatic Value
1, 100, 6, 2090943563, sync, Random Diplomatic Value
1, 100, 0, 276504104, sync, Random Diplomatic Value
1, 100, 4, 42743617, sync, Random Diplomatic Value
1, 100, 44, 198149350, sync, Random Diplomatic Value
1, 100, 90, 1908267559, sync, Random Diplomatic Value
1, 100, 29, 3883398356, sync, Random Diplomatic Value
1, 100, 51, 1252263549, sync, Random Diplomatic Value
1, 100, 94, 2206140786, sync, Random Diplomatic Value
1, 100, 54, 4062441923, sync, Random Diplomatic Value
1, 100, 52, 2362018368, sync, Random Diplomatic Value
1, 100, 79, 2272234873, sync, Random Diplomatic Value
1, 100, 70, 3425716926, sync, Random Diplomatic Value
1, 100, 90, 3024742175, sync, Random Diplomatic Value
1, 100, 97, 3906800236, sync, Random Diplomatic Value
1, 100, 74, 4208101429, sync, Random Diplomatic Value
1, 100, 70, 3206698186, sync, Random Diplomatic Value
1, 100, 60, 3048199739, sync, Random Diplomatic Value
1, 100, 40, 2613469528, sync, Random Diplomatic Value
1, 100, 34, 1731228337, sync, Random Diplomatic Value
1, 100, 0, 1484321686, sync, Random Diplomatic Value
1, 100, 69, 29072151, sync, Random Diplomatic Value
1, 100, 96, 2968271620, sync, Random Diplomatic Value
1, 100, 87, 4155017453, sync, Random Diplomatic Value
1, 100, 4, 3771249442, sync, Random Diplomatic Value
1, 100, 88, 173330867, sync, Random Diplomatic Value
1, 100, 43, 3782476656, sync, Random Diplomatic Value
1, 100, 13, 1880213225, sync, Random Diplomatic Value
1, 100, 93, 593682286, sync, Random Diplomatic Value
1, 100, 56, 3997226511, sync, Random Diplomatic Value
1, 100, 37, 2439898780, sync, Random Diplomatic Value
1, 100, 73, 1622599845, sync, Random Diplomatic Value
1, 100, 78, 3177284730, sync, Random Diplomatic Value
1, 100, 45, 3376333867, sync, Random Diplomatic Value
1, 100, 85, 1942016136, sync, Random Diplomatic Value
1, 100, 31, 3654445601, sync, Random Diplomatic Value
1, 100, 91, 1366519366, sync, Random Diplomatic Value
1, 100, 50, 3923998727, sync, Random Diplomatic Value
1, 100, 85, 2161536308, sync, Random Diplomatic Value
1, 100, 17, 3670706013, sync, Random Diplomatic Value
1, 100, 53, 745023698, sync, Random Diplomatic Value
1, 100, 67, 2301988259, sync, Random Diplomatic Value
1, 100, 47, 2886150304, sync, Random Diplomatic Value
1, 100, 65, 2033007705, sync, Random Diplomatic Value
1, 100, 37, 2793144350, sync, Random Diplomatic Value
1, 100, 51, 1611227391, sync, Random Diplomatic Value
1, 100, 48, 2210803404, sync, Random Diplomatic Value
1, 100, 30, 2070693141, sync, Random Diplomatic Value
1, 100, 21, 1298399274, sync, Random Diplomatic Value
1, 100, 65, 907873819, sync, Random Diplomatic Value
1, 100, 88, 2827840440, sync, Random Diplomatic Value
1, 100, 63, 3814268305, sync, Random Diplomatic Value
1, 100, 27, 2736387318, sync, Random Diplomatic Value
1, 100, 77, 1190424823, sync, Random Diplomatic Value
1, 100, 64, 3330902884, sync, Random Diplomatic Value
1, 100, 98, 2757820877, sync, Random Diplomatic Value
1, 100, 9, 4251478658, sync, Random Diplomatic Value
1, 100, 49, 410330515, sync, Random Diplomatic Value
1, 100, 50, 2114320848, sync, Random Diplomatic Value
1, 100, 82, 2173234633, sync, Random Diplomatic Value
1, 100, 12, 3526798542, sync, Random Diplomatic Value
1, 100, 40, 524453871, sync, Random Diplomatic Value
1, 100, 80, 1721295612, sync, Random Diplomatic Value
1, 100, 48, 3475611013, sync, Random Diplomatic Value
1, 100, 30, 2090125274, sync, Random Diplomatic Value
1, 100, 9, 1289335819, sync, Random Diplomatic Value
1, 100, 57, 420426472, sync, Random Diplomatic Value
1, 100, 27, 2490076417, sync, Random Diplomatic Value
1, 100, 38, 1183287206, sync, Random Diplomatic Value
1, 100, 92, 1668122087, sync, Random Diplomatic Value
1, 100, 28, 3961034132, sync, Random Diplomatic Value
1, 100, 26, 1216542781, sync, Random Diplomatic Value
1, 100, 66, 1133803570, sync, Random Diplomatic Value
1, 100, 81, 2877462915, sync, Random Diplomatic Value
1, 100, 15, 3484645120, sync, Random Diplomatic Value
1, 100, 28, 665574201, sync, Random Diplomatic Value
1, 100, 40, 1208870270, sync, Random Diplomatic Value
1, 100, 45, 1732987615, sync, Random Diplomatic Value
1, 100, 85, 1935213356, sync, Random Diplomatic Value
1, 100, 3, 3689279989, sync, Random Diplomatic Value
1, 100, 12, 153017226, sync, Random Diplomatic Value
1, 100, 63, 532919803, sync, Random Diplomatic Value
1, 100, 95, 2733188632, sync, Random Diplomatic Value
1, 100, 19, 4117805169, sync, Random Diplomatic Value
1, 100, 65, 831989334, sync, Random Diplomatic Value
1, 100, 52, 2811082455, sync, Random Diplomatic Value
1, 100, 43, 2253818820, sync, Random Diplomatic Value
1, 100, 96, 1862757037, sync, Random Diplomatic Value
1, 100, 43, 4151792098, sync, Random Diplomatic Value
1, 100, 18, 1871505779, sync, Random Diplomatic Value
1, 100, 22, 806527024, sync, Random Diplomatic Value
1, 100, 49, 970785961, sync, Random Diplomatic Value
1, 100, 53, 2117904942, sync, Random Diplomatic Value
1, 100, 64, 2302847439, sync, Random Diplomatic Value
1, 100, 55, 2788790108, sync, Random Diplomatic Value
1, 100, 7, 2371371621, sync, Random Diplomatic Value
1, 100, 44, 300759866, sync, Random Diplomatic Value
1, 100, 32, 1927943147, sync, Random Diplomatic Value
1, 100, 46, 1384006984, sync, Random Diplomatic Value
1, 100, 2, 1989124065, sync, Random Diplomatic Value
1, 100, 53, 115593478, sync, Random Diplomatic Value
1, 100, 51, 2303984583, sync, Random Diplomatic Value
1, 100, 88, 2228645364, sync, Random Diplomatic Value
1, 100, 79, 3817167133, sync, Random Diplomatic Value
1, 100, 73, 3395024786, sync, Random Diplomatic Value
1, 100, 45, 3145930083, sync, Random Diplomatic Value
1, 100, 14, 1961260384, sync, Random Diplomatic Value
1, 100, 43, 639855129, sync, Random Diplomatic Value
1, 100, 85, 1874721502, sync, Random Diplomatic Value
1, 100, 93, 3691488447, sync, Random Diplomatic Value
1, 100, 66, 3995961228, sync, Random Diplomatic Value
1, 100, 77, 2868350677, sync, Random Diplomatic Value
1, 100, 67, 3333089002, sync, Random Diplomatic Value
1, 100, 57, 2887503323, sync, Random Diplomatic Value
1, 100, 37, 2465304696, sync, Random Diplomatic Value
1, 100, 77, 1605321553, sync, Random Diplomatic Value
1, 100, 48, 3318253494, sync, Random Diplomatic Value
1, 100, 38, 2088725687, sync, Random Diplomatic Value
1, 100, 2, 1642806308, sync, Random Diplomatic Value
1, 100, 83, 89375629, sync, Random Diplomatic Value
1, 100, 0, 3595397442, sync, Random Diplomatic Value
1, 100, 91, 1318227, sync, Random Diplomatic Value
1, 100, 41, 3937531536, sync, Random Diplomatic Value
1, 100, 29, 1782975369, sync, Random Diplomatic Value
1, 100, 67, 1280104334, sync, Random Diplomatic Value
1, 100, 36, 2889431983, sync, Random Diplomatic Value
1, 100, 28, 1558703036, sync, Random Diplomatic Value
1, 100, 9, 1207621445, sync, Random Diplomatic Value
1, 100, 76, 398646938, sync, Random Diplomatic Value
1, 100, 36, 3269977035, sync, Random Diplomatic Value
1, 100, 25, 1579550632, sync, Random Diplomatic Value
1, 100, 47, 1081516737, sync, Random Diplomatic Value
1, 100, 88, 2053130854, sync, Random Diplomatic Value
1, 100, 32, 3801018791, sync, Random Diplomatic Value
1, 100, 21, 1386739284, sync, Random Diplomatic Value
1, 100, 30, 931768829, sync, Random Diplomatic Value
1, 100, 71, 1310107378, sync, Random Diplomatic Value
1, 100, 51, 3081699651, sync, Random Diplomatic Value
1, 100, 1, 2226660288, sync, Random Diplomatic Value
1, 100, 15, 63695097, sync, Random Diplomatic Value
1, 100, 17, 677658686, sync, Random Diplomatic Value
1, 100, 33, 741764767, sync, Random Diplomatic Value
1, 100, 20, 1457241068, sync, Random Diplomatic Value
1, 100, 39, 861477813, sync, Random Diplomatic Value
1, 100, 18, 1717576266, sync, Random Diplomatic Value
1, 100, 42, 815617467, sync, Random Diplomatic Value
1, 100, 37, 1824434904, sync, Random Diplomatic Value
1, 100, 92, 1615642161, sync, Random Diplomatic Value
1, 100, 97, 3984988438, sync, Random Diplomatic Value
1, 100, 46, 4206989975, sync, Random Diplomatic Value
1, 100, 31, 1994366084, sync, Random Diplomatic Value
1, 100, 17, 1358826605, sync, Random Diplomatic Value
1, 100, 33, 759345314, sync, Random Diplomatic Value
1, 100, 5, 1451409715, sync, Random Diplomatic Value
1, 100, 87, 217840880, sync, Random Diplomatic Value
1, 100, 67, 3757834857, sync, Random Diplomatic Value
1, 100, 39, 2906600686, sync, Random Diplomatic Value
1, 100, 76, 1679703439, sync, Random Diplomatic Value
1, 100, 40, 3275487260, sync, Random Diplomatic Value
1, 100, 20, 1741249573, sync, Random Diplomatic Value
1, 100, 87, 879604218, sync, Random Diplomatic Value
1, 100, 39, 3763020715, sync, Random Diplomatic Value
1, 100, 18, 1713273352, sync, Random Diplomatic Value
1, 100, 33, 777557409, sync, Random Diplomatic Value
1, 100, 82, 1423242182, sync, Random Diplomatic Value
1, 100, 3, 3524677511, sync, Random Diplomatic Value
1, 100, 4, 153431732, sync, Random Diplomatic Value
1, 100, 90, 206039773, sync, Random Diplomatic Value
1, 100, 22, 3894183506, sync, Random Diplomatic Value
1, 100, 32, 981359907, sync, Random Diplomatic Value
1, 100, 29, 1413513760, sync, Random Diplomatic Value
1, 100, 78, 1272797145, sync, Random Diplomatic Value
1, 100, 13, 3369645470, sync, Random Diplomatic Value
1, 100, 23, 567257215, sync, Random Diplomatic Value
1, 100, 48, 1006346316, sync, Random Diplomatic Value
1, 100, 83, 2076350613, sync, Random Diplomatic Value
1, 100, 12, 3566636458, sync, Random Diplomatic Value
1, 100, 6, 515919259, sync, Random Diplomatic Value
1, 100, 69, 275281208, sync, Random Diplomatic Value
1, 100, 1, 2978031889, sync, Random Diplomatic Value
1, 100, 20, 44554870, sync, Random Diplomatic Value
1, 100, 55, 860629111, sync, Random Diplomatic Value
1, 100, 46, 2395712740, sync, Random Diplomatic Value
1, 100, 10, 2008958285, sync, Random Diplomatic Value
1, 100, 60, 464463874, sync, Random Diplomatic Value
1, 100, 38, 2605765907, sync, Random Diplomatic Value
1, 100, 39, 1644737360, sync, Random Diplomatic Value
1, 100, 36, 1681320265, sync, Random Diplomatic Value
1, 100, 90, 1575731790, sync, Random Diplomatic Value
1, 100, 24, 3907628911, sync, Random Diplomatic Value
1, 100, 6, 1036891260, sync, Random Diplomatic Value
1, 100, 10, 293327109, sync, Random Diplomatic Value
1, 100, 54, 440776026, sync, Random Diplomatic Value
1, 100, 50, 2324419467, sync, Random Diplomatic Value
1, 100, 97, 2155846760, sync, Random Diplomatic Value
1, 100, 8, 4167923841, sync, Random Diplomatic Value
1, 100, 58, 370789670, sync, Random Diplomatic Value
1, 100, 3, 2531401063, sync, Random Diplomatic Value
1, 100, 39, 132519700, sync, Random Diplomatic Value
1, 100, 24, 1702370237, sync, Random Diplomatic Value
1, 100, 47, 1036359090, sync, Random Diplomatic Value
1, 100, 64, 2053712131, sync, Random Diplomatic Value
1, 100, 52, 2761396352, sync, Random Diplomatic Value
1, 100, 95, 2240788153, sync, Random Diplomatic Value
1, 100, 88, 4092812030, sync, Random Diplomatic Value
1, 100, 34, 3804975711, sync, Random Diplomatic Value
1, 100, 27, 1478833324, sync, Random Diplomatic Value
1, 100, 3, 1189873013, sync, Random Diplomatic Value
1, 100, 1, 161884426, sync, Random Diplomatic Value
1, 100, 28, 66893179, sync, Random Diplomatic Value
1, 100, 53, 1241968536, sync, Random Diplomatic Value
1, 100, 16, 2307163121, sync, Random Diplomatic Value
1, 100, 7, 721800150, sync, Random Diplomatic Value
1, 100, 12, 320286295, sync, Random Diplomatic Value
1, 100, 85, 524774724, sync, Random Diplomatic Value
1, 100, 30, 3679219245, sync, Random Diplomatic Value
1, 100, 57, 1290456930, sync, Random Diplomatic Value
1, 100, 12, 2465618163, sync, Random Diplomatic Value
1, 100, 73, 552606128, sync, Random Diplomatic Value
1, 100, 40, 3157180457, sync, Random Diplomatic Value
1, 100, 80, 1730838446, sync, Random Diplomatic Value
1, 100, 36, 3465777487, sync, Random Diplomatic Value
1, 100, 14, 1563762908, sync, Random Diplomatic Value
1, 100, 52, 634009061, sync, Random Diplomatic Value
1, 100, 61, 2275600570, sync, Random Diplomatic Value
1, 100, 68, 2636247915, sync, Random Diplomatic Value
1, 100, 82, 2942398152, sync, Random Diplomatic Value
1, 100, 3, 3538766689, sync, Random Diplomatic Value
1, 100, 29, 168220294, sync, Random Diplomatic Value
1, 100, 35, 1273649991, sync, Random Diplomatic Value
1, 100, 51, 1518514036, sync, Random Diplomatic Value
1, 100, 50, 2194816157, sync, Random Diplomatic Value
1, 100, 28, 2154419474, sync, Random Diplomatic Value
1, 100, 63, 1239901411, sync, Random Diplomatic Value
1, 100, 20, 2731888352, sync, Random Diplomatic Value
1, 100, 59, 874186137, sync, Random Diplomatic Value
1, 100, 94, 2559324254, sync, Random Diplomatic Value
1, 100, 57, 4045499455, sync, Random Diplomatic Value
1, 100, 7, 2448455948, sync, Random Diplomatic Value
1, 100, 3, 328032853, sync, Random Diplomatic Value
1, 100, 53, 166130794, sync, Random Diplomatic Value
1, 100, 81, 2311753051, sync, Random Diplomatic Value
1, 100, 60, 3518110200, sync, Random Diplomatic Value
1, 100, 34, 2593050321, sync, Random Diplomatic Value
1, 100, 38, 1484254518, sync, Random Diplomatic Value
1, 100, 28, 1662690359, sync, Random Diplomatic Value
1, 100, 9, 1240128932, sync, Random Diplomatic Value
1, 100, 96, 425756429, sync, Random Diplomatic Value
1, 100, 61, 4165838530, sync, Random Diplomatic Value
1, 100, 92, 2649443539, sync, Random Diplomatic Value
1, 100, 66, 3972673552, sync, Random Diplomatic Value
1, 100, 11, 2837153545, sync, Random Diplomatic Value
1, 100, 1, 500395278, sync, Random Diplomatic Value
1, 100, 86, 85189423, sync, Random Diplomatic Value
1, 100, 25, 3725212988, sync, Random Diplomatic Value
1, 100, 27, 1097632453, sync, Random Diplomatic Value
1, 100, 6, 1188908058, sync, Random Diplomatic Value
1, 100, 87, 260408139, sync, Random Diplomatic Value
1, 100, 42, 3772510504, sync, Random Diplomatic Value
1, 100, 28, 1846545985, sync, Random Diplomatic Value
1, 100, 90, 1215565798, sync, Random Diplomatic Value
1, 100, 72, 3894872359, sync, Random Diplomatic Value
1, 100, 87, 3096639444, sync, Random Diplomatic Value
1, 100, 42, 3759033725, sync, Random Diplomatic Value
1, 100, 9, 1835091058, sync, Random Diplomatic Value
1, 100, 90, 393285827, sync, Random Diplomatic Value
1, 100, 83, 3893476672, sync, Random Diplomatic Value
1, 100, 94, 3602334841, sync, Random Diplomatic Value
1, 100, 16, 4051383742, sync, Random Diplomatic Value
1, 100, 98, 717878815, sync, Random Diplomatic Value
1, 100, 11, 4227165548, sync, Random Diplomatic Value
1, 100, 89, 475967285, sync, Random Diplomatic Value
1, 100, 45, 3853578186, sync, Random Diplomatic Value
1, 100, 29, 1973540155, sync, Random Diplomatic Value
1, 100, 7, 1266807896, sync, Random Diplomatic Value
1, 100, 28, 316148145, sync, Random Diplomatic Value
1, 100, 78, 1222000278, sync, Random Diplomatic Value
1, 100, 86, 3360590359, sync, Random Diplomatic Value
1, 100, 4, 3696098820, sync, Random Diplomatic Value
1, 100, 87, 196251629, sync, Random Diplomatic Value
1, 100, 72, 3777998370, sync, Random Diplomatic Value
1, 100, 83, 3097997491, sync, Random Diplomatic Value
1, 100, 90, 3568236144, sync, Random Diplomatic Value
1, 100, 13, 3895803369, sync, Random Diplomatic Value
1, 100, 84, 582912622, sync, Random Diplomatic Value
1, 100, 65, 3630343439, sync, Random Diplomatic Value
1, 100, 73, 2833582492, sync, Random Diplomatic Value
1, 100, 18, 3172650917, sync, Random Diplomatic Value
1, 100, 95, 776789882, sync, Random Diplomatic Value
1, 100, 93, 4113466155, sync, Random Diplomatic Value
1, 100, 96, 4010222472, sync, Random Diplomatic Value
1, 100, 70, 4128096545, sync, Random Diplomatic Value
1, 100, 24, 3040442694, sync, Random Diplomatic Value
1, 100, 52, 1049634567, sync, Random Diplomatic Value
1, 100, 20, 2242834484, sync, Random Diplomatic Value
1, 100, 30, 887377501, sync, Random Diplomatic Value
1, 100, 92, 1308877778, sync, Random Diplomatic Value
1, 100, 47, 3984469155, sync, Random Diplomatic Value
1, 100, 90, 2036652960, sync, Random Diplomatic Value
1, 100, 52, 3902567257, sync, Random Diplomatic Value
1, 100, 78, 2241358622, sync, Random Diplomatic Value
1, 100, 83, 3384602623, sync, Random Diplomatic Value
1, 100, 34, 3570143692, sync, Random Diplomatic Value
1, 100, 72, 1477962773, sync, Random Diplomatic Value
1, 100, 66, 3109821226, sync, Random Diplomatic Value
1, 100, 27, 2834992411, sync, Random Diplomatic Value
1, 100, 61, 1200520888, sync, Random Diplomatic Value
1, 100, 52, 2627220625, sync, Random Diplomatic Value
1, 100, 76, 2247671798, sync, Random Diplomatic Value
1, 100, 31, 3282755575, sync, Random Diplomatic Value
1, 100, 78, 1342754404, sync, Random Diplomatic Value
1, 100, 33, 3355085005, sync, Random Diplomatic Value
1, 100, 48, 1458103682, sync, Random Diplomatic Value
1, 100, 32, 2074313875, sync, Random Diplomatic Value
1, 100, 19, 1404464336, sync, Random Diplomatic Value
1, 100, 38, 850650313, sync, Random Diplomatic Value
1, 100, 93, 1657001934, sync, Random Diplomatic Value
1, 100, 82, 4034385647, sync, Random Diplomatic Value
1, 100, 67, 3529344508, sync, Random Diplomatic Value
1, 100, 12, 2911700101, sync, Random Diplomatic Value
1, 100, 49, 541696730, sync, Random Diplomatic Value
1, 100, 62, 2106913547, sync, Random Diplomatic Value
1, 100, 7, 2684028392, sync, Random Diplomatic Value
1, 100, 0, 320758785, sync, Random Diplomatic Value
1, 100, 99, 3084966, sync, Random Diplomatic Value
1, 100, 81, 4263359719, sync, Random Diplomatic Value
1, 100, 45, 3513686164, sync, Random Diplomatic Value
